epoch;accuracy;loss;val_accuracy;val_loss
0;0.02142857201397419;3.5996522903442383;0.01666666753590107;3.5876576900482178
1;0.05000000074505806;3.5935940742492676;0.01666666753590107;3.5874836444854736
2;0.0357142873108387;3.5999836921691895;0.01666666753590107;3.5872292518615723
3;0.02142857201397419;3.596412181854248;0.01666666753590107;3.5870118141174316
4;0.014285714365541935;3.610919952392578;0.01666666753590107;3.586857795715332
5;0.0071428571827709675;3.5967371463775635;0.01666666753590107;3.586728096008301
6;0.014285714365541935;3.606511116027832;0.01666666753590107;3.5863850116729736
7;0.0357142873108387;3.596996545791626;0.01666666753590107;3.5862162113189697
8;0.02500000037252903;3.6045570373535156;0.01666666753590107;3.5860280990600586
9;0.010714286006987095;3.603022813796997;0.01666666753590107;3.5860025882720947
10;0.014285714365541935;3.6053850650787354;0.01666666753590107;3.585841178894043
11;0.03214285895228386;3.5909340381622314;0.01666666753590107;3.5856010913848877
12;0.02142857201397419;3.5970165729522705;0.01666666753590107;3.585413694381714
13;0.02500000037252903;3.588047504425049;0.01666666753590107;3.585200309753418
14;0.01785714365541935;3.601174831390381;0.01666666753590107;3.585075855255127
15;0.02500000037252903;3.593977689743042;0.01666666753590107;3.584805727005005
16;0.01785714365541935;3.594700336456299;0.008333333767950535;3.5846526622772217
17;0.02500000037252903;3.599482536315918;0.01666666753590107;3.58453369140625
18;0.0357142873108387;3.5921688079833984;0.008333333767950535;3.584315299987793
19;0.04285714402794838;3.5929741859436035;0.008333333767950535;3.584188938140869
20;0.02500000037252903;3.600832462310791;0.008333333767950535;3.584131956100464
21;0.014285714365541935;3.6015093326568604;0.01666666753590107;3.5839858055114746
22;0.02857142873108387;3.586554765701294;0.01666666753590107;3.583775281906128
23;0.02500000037252903;3.5863945484161377;0.01666666753590107;3.5836198329925537
24;0.02500000037252903;3.5861573219299316;0.01666666753590107;3.5835938453674316
25;0.02142857201397419;3.593017101287842;0.02500000037252903;3.583400249481201
26;0.03214285895228386;3.588463544845581;0.02500000037252903;3.5832951068878174
27;0.03214285895228386;3.5754311084747314;0.03333333507180214;3.583082675933838
28;0.02500000037252903;3.6071183681488037;0.03333333507180214;3.5827839374542236
29;0.02142857201397419;3.58617901802063;0.03333333507180214;3.582667589187622
30;0.014285714365541935;3.5877082347869873;0.03333333507180214;3.582559108734131
31;0.03214285895228386;3.575723886489868;0.03333333507180214;3.5824296474456787
